2.637652	2.374356	1.737345	1.926435	1.285003	1.510043	0.839783	0.978644	0.447142	0.453256	0.159353	0.049584	
2.413289	1.665075	2.057094	0.994688	1.382838	2.299466	0.797133	0.526480	0.602066	0.167293	0.187729	0.061457	
2.471825	1.860200	1.334373	0.836656	1.941434	0.727675	0.899576	0.434151	0.294852	0.606336	0.158029	0.042097	
2.699917	2.232898	1.555769	1.350731	1.210811	1.244764	1.206089	1.055553	0.673335	0.381554	0.140855	0.036424	
2.900231	2.493139	0.721668	-0.262653	1.121943	-0.806972	0.984274	0.014734	0.367099	0.412331	0.178853	0.076815	
2.784087	2.997583	1.720048	2.437109	1.063155	1.451179	0.531381	0.521729	0.170314	0.044557	0.104679	0.008208	
2.791090	2.941331	1.232813	1.017724	0.998259	-0.263815	0.941720	-0.515262	0.507764	0.106264	0.142516	0.050133	
2.188053	-1.131789	0.944875	-0.620797	0.523855	-0.357734	0.119184	0.061130	1.933970	0.176963	-0.114049	0.065918	
2.632686	1.971240	1.888396	0.725838	0.489002	1.424114	0.685049	0.289729	0.751391	0.031481	0.151992	0.042336	
2.637098	2.216056	1.740532	1.645417	1.370304	1.176517	0.921565	0.621401	0.486401	0.298486	0.169356	0.036751	
2.973642	2.369226	0.915806	0.276936	0.515710	0.249659	1.356067	0.651284	0.757504	0.148783	0.081336	0.004997	
2.660076	1.998741	1.421106	1.279187	1.198298	0.246609	0.654227	1.288196	0.684064	0.241998	0.122646	0.032134	
2.105101	0.398099	0.086466	-1.124977	-0.239037	-0.929697	-0.198295	-0.409799	0.122531	0.133124	0.154011	0.107030	
2.847570	2.916953	1.569842	1.926351	0.679083	0.656304	0.151013	-0.079209	0.131154	-0.156093	0.098517	-0.014703	
2.930428	3.003421	0.816795	0.851009	0.307671	-0.551162	0.464080	-0.566821	0.146422	-0.422148	0.055900	-0.031427	
-0.076261	-1.180676	2.034548	1.010999	1.407000	-0.700142	0.166006	0.683840	0.284829	0.265931	0.159971	0.076087	
0.778922	-0.584853	1.006570	0.207128	0.971863	-0.561176	-0.565242	-0.135338	0.094564	0.267867	0.242896	0.094980	
2.461454	1.769453	1.842966	0.956312	1.212508	1.648588	0.509216	-0.214902	0.389784	0.143145	0.158004	0.049363	
2.897782	2.154084	0.894774	0.302576	1.186813	0.711074	1.396877	0.286858	0.024744	0.101138	0.055006	0.026414	
2.761449	2.277553	1.480690	1.120687	0.584839	0.871818	0.920568	0.813464	0.566266	0.285632	0.140126	0.025462	
2.912354	2.123845	0.293792	-0.345175	0.643541	-1.032363	0.122634	-0.193029	0.079873	-0.027542	0.215096	0.070706	
2.668129	2.263264	1.636160	1.568826	0.990247	1.058426	0.407310	0.618712	0.171265	0.270357	0.105757	0.025658	
2.742507	2.345119	1.273866	0.780397	0.917745	0.156470	0.553082	-0.212044	0.113262	-0.071412	0.092316	0.020644	
2.473613	1.676430	1.223694	0.556021	0.631936	0.160882	0.021254	0.081885	0.872506	0.316547	0.167113	0.043395	
1.841904	0.766758	1.769298	0.053598	0.595367	0.779055	0.237159	0.312086	0.223029	0.253848	0.150900	0.046124	
2.682488	2.397145	1.601198	1.439425	1.113095	0.637335	0.829079	0.211996	0.442416	0.125938	0.145726	0.024895	
2.982301	2.339972	0.704911	0.196529	-0.062612	-0.244171	0.755125	0.085949	0.518869	0.028585	0.139135	0.026051	
2.705402	2.089626	1.260033	1.000101	0.605332	-0.248645	0.402819	0.735600	0.462497	0.028059	0.124118	0.035233	
1.817205	-0.115136	0.122371	-1.366254	0.096227	0.302276	0.227123	0.223308	0.002836	0.021697	0.117856	0.108514	
2.765099	2.313614	1.229578	0.993480	0.121864	0.361070	0.051065	0.228981	0.013315	-0.015273	0.070972	0.014216	
2.772357	2.089381	0.534985	0.094149	-0.067588	-0.162360	0.016797	-0.649605	0.097975	-0.089699	0.134585	0.032751	
0.285473	-0.878352	2.218262	0.288952	-0.003278	-0.594261	0.109393	0.178762	0.336323	0.353009	0.235757	0.097313	
